filename,molecule,ansatz,layers,basis,init,n_qubits,norb,n_alpha_target,n_beta_target,n_unique_strings,n_correct_strings,frac_correct_strings,prob_mass_correct,prob_mass_1e_neighbor
ammonia_LUCJ_L2_cc-pVDZ_ML_exact.npz,ammonia,LUCJ,2,cc-pVDZ,ML_exact,16,8,5,5,5221,284,0.054395709634169696,0.0708,0.2622
ammonia_LUCJ_L2_cc-pVDZ_MP2.npz,ammonia,LUCJ,2,cc-pVDZ,MP2,16,8,5,5,5464,396,0.07247437774524158,0.09259999999999999,0.3022
ammonia_LUCJ_L2_cc-pVDZ_random.npz,ammonia,LUCJ,2,cc-pVDZ,random,16,8,5,5,8629,1048,0.12145092131185538,0.14190000000000003,0.32400000000000007
ammonia_LUCJ_L2_cc-pVDZ_zeroes.npz,ammonia,LUCJ,2,cc-pVDZ,zeroes,16,8,5,5,660,62,0.09393939393939393,0.5260999999999999,0.3153
ammonia_LUCJ_L3_STO-3G_CCSD.npz,ammonia,LUCJ,3,STO-3G,CCSD,16,8,5,5,7585,645,0.08503625576796309,0.10930000000000001,0.273
ammonia_LUCJ_L3_STO-3G_ML.npz,ammonia,LUCJ,3,STO-3G,ML,16,8,5,5,6898,680,0.09857929834734706,0.1251,0.31970000000000004
ammonia_LUCJ_L3_STO-3G_ML_exact.npz,ammonia,LUCJ,3,STO-3G,ML_exact,16,8,5,5,6602,605,0.09163889730384732,0.17259999999999998,0.3302
ammonia_LUCJ_L3_STO-3G_MP2.npz,ammonia,LUCJ,3,STO-3G,MP2,16,8,5,5,7134,624,0.08746846089150546,0.1469,0.3033
ammonia_LUCJ_L3_STO-3G_random.npz,ammonia,LUCJ,3,STO-3G,random,16,8,5,5,8762,986,0.11253138552841817,0.12890000000000001,0.31070000000000003
ammonia_LUCJ_L3_STO-3G_zeroes.npz,ammonia,LUCJ,3,STO-3G,zeroes,16,8,5,5,581,56,0.0963855421686747,0.45730000000000004,0.3783
ammonia_LUCJ_L3_aug-cc-pVDZ_CCSD.npz,ammonia,LUCJ,3,aug-cc-pVDZ,CCSD,16,8,5,5,5314,403,0.07583741061347385,0.1678,0.3417
ammonia_LUCJ_L3_aug-cc-pVDZ_ML.npz,ammonia,LUCJ,3,aug-cc-pVDZ,ML,16,8,5,5,5700,451,0.07912280701754386,0.1622,0.31870000000000004
ammonia_LUCJ_L3_aug-cc-pVDZ_ML_exact.npz,ammonia,LUCJ,3,aug-cc-pVDZ,ML_exact,16,8,5,5,5346,397,0.07426112981668537,0.18260000000000004,0.32330000000000003
ammonia_LUCJ_L3_aug-cc-pVDZ_MP2.npz,ammonia,LUCJ,3,aug-cc-pVDZ,MP2,16,8,5,5,6083,448,0.07364787111622555,0.11910000000000001,0.3296
ammonia_LUCJ_L3_aug-cc-pVDZ_random.npz,ammonia,LUCJ,3,aug-cc-pVDZ,random,16,8,5,5,8735,1066,0.12203777904979966,0.136,0.32320000000000004
ammonia_LUCJ_L3_aug-cc-pVDZ_zeroes.npz,ammonia,LUCJ,3,aug-cc-pVDZ,zeroes,16,8,5,5,675,64,0.09481481481481481,0.39979999999999993,0.41750000000000004
ammonia_LUCJ_L3_cc-pVDZ_CCSD.npz,ammonia,LUCJ,3,cc-pVDZ,CCSD,16,8,5,5,6995,597,0.08534667619728377,0.1245,0.3194
ammonia_LUCJ_L3_cc-pVDZ_ML.npz,ammonia,LUCJ,3,cc-pVDZ,ML,16,8,5,5,7751,679,0.08760159979357503,0.10650000000000001,0.28680000000000005
ammonia_LUCJ_L3_cc-pVDZ_ML_exact.npz,ammonia,LUCJ,3,cc-pVDZ,ML_exact,16,8,5,5,6755,587,0.08689859363434493,0.1348,0.3147
ammonia_LUCJ_L3_cc-pVDZ_MP2.npz,ammonia,LUCJ,3,cc-pVDZ,MP2,16,8,5,5,7031,620,0.08818091309913241,0.1305,0.3084
ammonia_LUCJ_L3_cc-pVDZ_random.npz,ammonia,LUCJ,3,cc-pVDZ,random,16,8,5,5,8880,978,0.11013513513513513,0.12510000000000002,0.3027000000000001
ammonia_LUCJ_L3_cc-pVDZ_zeroes.npz,ammonia,LUCJ,3,cc-pVDZ,zeroes,16,8,5,5,642,58,0.09034267912772585,0.5001,0.3228
ammonia_LUCJ_L4_STO-3G_CCSD.npz,ammonia,LUCJ,4,STO-3G,CCSD,16,8,5,5,8384,714,0.08516221374045801,0.10440000000000002,0.26110000000000005
ammonia_LUCJ_L4_STO-3G_ML.npz,ammonia,LUCJ,4,STO-3G,ML,16,8,5,5,8373,655,0.07822763645049564,0.0893,0.267
ammonia_LUCJ_L4_STO-3G_ML_exact.npz,ammonia,LUCJ,4,STO-3G,ML_exact,16,8,5,5,8199,582,0.07098426637394804,0.08220000000000001,0.2671
ammonia_LUCJ_L4_STO-3G_MP2.npz,ammonia,LUCJ,4,STO-3G,MP2,16,8,5,5,8040,603,0.075,0.09920000000000001,0.2508
ammonia_LUCJ_L4_STO-3G_random.npz,ammonia,LUCJ,4,STO-3G,random,16,8,5,5,9072,858,0.09457671957671958,0.10020000000000001,0.269
ammonia_LUCJ_L4_STO-3G_zeroes.npz,ammonia,LUCJ,4,STO-3G,zeroes,16,8,5,5,580,61,0.10517241379310345,0.4598999999999999,0.37160000000000004
ammonia_LUCJ_L4_aug-cc-pVDZ_CCSD.npz,ammonia,LUCJ,4,aug-cc-pVDZ,CCSD,16,8,5,5,6988,522,0.0746994848311391,0.11149999999999999,0.28470000000000006
ammonia_LUCJ_L4_aug-cc-pVDZ_ML.npz,ammonia,LUCJ,4,aug-cc-pVDZ,ML,16,8,5,5,7253,551,0.07596856473183511,0.101,0.2942
ammonia_LUCJ_L4_aug-cc-pVDZ_ML_exact.npz,ammonia,LUCJ,4,aug-cc-pVDZ,ML_exact,16,8,5,5,7278,525,0.07213520197856554,0.09809999999999999,0.29400000000000004
ammonia_LUCJ_L4_aug-cc-pVDZ_MP2.npz,ammonia,LUCJ,4,aug-cc-pVDZ,MP2,16,8,5,5,7116,550,0.07729061270376616,0.11430000000000001,0.2891
ammonia_LUCJ_L4_aug-cc-pVDZ_random.npz,ammonia,LUCJ,4,aug-cc-pVDZ,random,16,8,5,5,9072,730,0.0804673721340388,0.08430000000000001,0.2523000000000001
ammonia_LUCJ_L4_aug-cc-pVDZ_zeroes.npz,ammonia,LUCJ,4,aug-cc-pVDZ,zeroes,16,8,5,5,693,70,0.10101010101010101,0.3989999999999999,0.4181
ammonia_LUCJ_L4_cc-pVDZ_CCSD.npz,ammonia,LUCJ,4,cc-pVDZ,CCSD,16,8,5,5,8373,586,0.06998686253433656,0.07550000000000001,0.25350000000000006
ammonia_LUCJ_L4_cc-pVDZ_ML.npz,ammonia,LUCJ,4,cc-pVDZ,ML,16,8,5,5,8086,666,0.08236458075686372,0.09330000000000002,0.28070000000000006
ammonia_LUCJ_L4_cc-pVDZ_ML_exact.npz,ammonia,LUCJ,4,cc-pVDZ,ML_exact,16,8,5,5,8472,625,0.07377242681775259,0.08390000000000002,0.2548
ammonia_LUCJ_L4_cc-pVDZ_MP2.npz,ammonia,LUCJ,4,cc-pVDZ,MP2,16,8,5,5,8344,628,0.07526366251198466,0.09290000000000001,0.26360000000000006
ammonia_LUCJ_L4_cc-pVDZ_random.npz,ammonia,LUCJ,4,cc-pVDZ,random,16,8,5,5,9076,738,0.08131335390039665,0.08430000000000001,0.25060000000000004
ammonia_LUCJ_L4_cc-pVDZ_zeroes.npz,ammonia,LUCJ,4,cc-pVDZ,zeroes,16,8,5,5,647,55,0.08500772797527048,0.5126999999999999,0.31920000000000004
ammonia_LUCJ_L5_STO-3G_CCSD.npz,ammonia,LUCJ,5,STO-3G,CCSD,16,8,5,5,8381,613,0.07314162987710297,0.08800000000000001,0.24900000000000005
ammonia_LUCJ_L5_STO-3G_ML.npz,ammonia,LUCJ,5,STO-3G,ML,16,8,5,5,8241,572,0.06940905229947822,0.08950000000000001,0.24410000000000004
ammonia_LUCJ_L5_STO-3G_ML_exact.npz,ammonia,LUCJ,5,STO-3G,ML_exact,16,8,5,5,8640,578,0.06689814814814815,0.07050000000000001,0.24470000000000006
ammonia_LUCJ_L5_STO-3G_MP2.npz,ammonia,LUCJ,5,STO-3G,MP2,16,8,5,5,8616,602,0.06987000928505106,0.0771,0.23930000000000004
ammonia_LUCJ_L5_STO-3G_random.npz,ammonia,LUCJ,5,STO-3G,random,16,8,5,5,9093,766,0.08424062465632905,0.08960000000000003,0.25520000000000004
ammonia_LUCJ_L5_STO-3G_zeroes.npz,ammonia,LUCJ,5,STO-3G,zeroes,16,8,5,5,565,47,0.0831858407079646,0.4616999999999999,0.3743
ammonia_LUCJ_L5_aug-cc-pVDZ_CCSD.npz,ammonia,LUCJ,5,aug-cc-pVDZ,CCSD,16,8,5,5,7704,561,0.07281931464174454,0.09260000000000002,0.26530000000000004
ammonia_LUCJ_L5_aug-cc-pVDZ_ML.npz,ammonia,LUCJ,5,aug-cc-pVDZ,ML,16,8,5,5,7182,525,0.07309941520467836,0.10579999999999998,0.29190000000000005
ammonia_LUCJ_L5_aug-cc-pVDZ_ML_exact.npz,ammonia,LUCJ,5,aug-cc-pVDZ,ML_exact,16,8,5,5,7282,596,0.08184564680032957,0.1126,0.2902
ammonia_LUCJ_L5_aug-cc-pVDZ_MP2.npz,ammonia,LUCJ,5,aug-cc-pVDZ,MP2,16,8,5,5,7271,540,0.074267638564159,0.1056,0.2764
ammonia_LUCJ_L5_aug-cc-pVDZ_random.npz,ammonia,LUCJ,5,aug-cc-pVDZ,random,16,8,5,5,9148,655,0.07160034980323568,0.07510000000000001,0.23370000000000007
ammonia_LUCJ_L5_aug-cc-pVDZ_zeroes.npz,ammonia,LUCJ,5,aug-cc-pVDZ,zeroes,16,8,5,5,643,65,0.10108864696734059,0.4047999999999998,0.4202000000000001
ammonia_LUCJ_L5_cc-pVDZ_CCSD.npz,ammonia,LUCJ,5,cc-pVDZ,CCSD,16,8,5,5,8809,611,0.06936088091724373,0.075,0.23740000000000006
ammonia_LUCJ_L5_cc-pVDZ_ML.npz,ammonia,LUCJ,5,cc-pVDZ,ML,16,8,5,5,8374,662,0.0790542154287079,0.08800000000000001,0.24740000000000006
ammonia_LUCJ_L5_cc-pVDZ_ML_exact.npz,ammonia,LUCJ,5,cc-pVDZ,ML_exact,16,8,5,5,8757,620,0.07080050245517872,0.07440000000000001,0.24070000000000005
ammonia_LUCJ_L5_cc-pVDZ_MP2.npz,ammonia,LUCJ,5,cc-pVDZ,MP2,16,8,5,5,8738,579,0.06626230258640421,0.06920000000000001,0.23730000000000004
ammonia_LUCJ_L5_cc-pVDZ_random.npz,ammonia,LUCJ,5,cc-pVDZ,random,16,8,5,5,9237,591,0.06398181227671322,0.0651,0.21730000000000005
ammonia_LUCJ_L5_cc-pVDZ_zeroes.npz,ammonia,LUCJ,5,cc-pVDZ,zeroes,16,8,5,5,638,57,0.08934169278996865,0.5379999999999999,0.3082
but-1-yne_LUCJ_L1_STO-3G_CCSD.npz,but-1-yne,LUCJ,1,STO-3G,CCSD,52,26,15,15,10000,121,0.0121,0.012100000000000003,0.05250000000000002
but-1-yne_LUCJ_L1_STO-3G_ML.npz,but-1-yne,LUCJ,1,STO-3G,ML,52,26,15,15,10000,115,0.0115,0.011500000000000002,0.04430000000000001
but-1-yne_LUCJ_L1_STO-3G_ML_exact.npz,but-1-yne,LUCJ,1,STO-3G,ML_exact,52,26,15,15,10000,154,0.0154,0.015400000000000002,0.05160000000000002
but-1-yne_LUCJ_L1_STO-3G_MP2.npz,but-1-yne,LUCJ,1,STO-3G,MP2,52,26,15,15,10000,124,0.0124,0.012400000000000001,0.04780000000000001
but-1-yne_LUCJ_L1_STO-3G_random.npz,but-1-yne,LUCJ,1,STO-3G,random,52,26,15,15,10000,191,0.0191,0.0191,0.07120000000000001
but-1-yne_LUCJ_L1_STO-3G_zeroes.npz,but-1-yne,LUCJ,1,STO-3G,zeroes,52,26,15,15,10000,156,0.0156,0.015600000000000001,0.05570000000000001
but-1-yne_LUCJ_L1_aug-cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,1,aug-cc-pVDZ,CCSD,52,26,15,15,10000,136,0.0136,0.013600000000000003,0.0637
but-1-yne_LUCJ_L1_aug-cc-pVDZ_ML.npz,but-1-yne,LUCJ,1,aug-cc-pVDZ,ML,52,26,15,15,10000,154,0.0154,0.015400000000000002,0.06400000000000002
but-1-yne_LUCJ_L1_aug-cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,1,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,168,0.0168,0.016800000000000002,0.05680000000000001
but-1-yne_LUCJ_L1_aug-cc-pVDZ_MP2.npz,but-1-yne,LUCJ,1,aug-cc-pVDZ,MP2,52,26,15,15,10000,159,0.0159,0.015899999999999997,0.06090000000000001
but-1-yne_LUCJ_L1_aug-cc-pVDZ_random.npz,but-1-yne,LUCJ,1,aug-cc-pVDZ,random,52,26,15,15,10000,188,0.0188,0.018800000000000004,0.06910000000000002
but-1-yne_LUCJ_L1_aug-cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,1,aug-cc-pVDZ,zeroes,52,26,15,15,9999,135,0.013501350135013501,0.013500000000000005,0.05030000000000001
but-1-yne_LUCJ_L1_cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,1,cc-pVDZ,CCSD,52,26,15,15,10000,158,0.0158,0.0158,0.0637
but-1-yne_LUCJ_L1_cc-pVDZ_ML.npz,but-1-yne,LUCJ,1,cc-pVDZ,ML,52,26,15,15,10000,172,0.0172,0.0172,0.05910000000000001
but-1-yne_LUCJ_L1_cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,1,cc-pVDZ,ML_exact,52,26,15,15,10000,191,0.0191,0.0191,0.06430000000000002
but-1-yne_LUCJ_L1_cc-pVDZ_MP2.npz,but-1-yne,LUCJ,1,cc-pVDZ,MP2,52,26,15,15,10000,144,0.0144,0.014400000000000003,0.05660000000000001
but-1-yne_LUCJ_L1_cc-pVDZ_random.npz,but-1-yne,LUCJ,1,cc-pVDZ,random,52,26,15,15,10000,195,0.0195,0.019500000000000003,0.06910000000000002
but-1-yne_LUCJ_L1_cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,1,cc-pVDZ,zeroes,52,26,15,15,10000,170,0.017,0.017,0.06190000000000001
but-1-yne_LUCJ_L2_STO-3G_CCSD.npz,but-1-yne,LUCJ,2,STO-3G,CCSD,52,26,15,15,10000,133,0.0133,0.013300000000000003,0.05170000000000001
but-1-yne_LUCJ_L2_STO-3G_ML.npz,but-1-yne,LUCJ,2,STO-3G,ML,52,26,15,15,10000,148,0.0148,0.014800000000000004,0.0637
but-1-yne_LUCJ_L2_STO-3G_ML_exact.npz,but-1-yne,LUCJ,2,STO-3G,ML_exact,52,26,15,15,10000,136,0.0136,0.013600000000000003,0.06030000000000001
but-1-yne_LUCJ_L2_STO-3G_MP2.npz,but-1-yne,LUCJ,2,STO-3G,MP2,52,26,15,15,10000,181,0.0181,0.0181,0.05810000000000001
but-1-yne_LUCJ_L2_STO-3G_random.npz,but-1-yne,LUCJ,2,STO-3G,random,52,26,15,15,10000,165,0.0165,0.0165,0.06410000000000002
but-1-yne_LUCJ_L2_STO-3G_zeroes.npz,but-1-yne,LUCJ,2,STO-3G,zeroes,52,26,15,15,9998,167,0.016703340668133625,0.0167,0.06180000000000001
but-1-yne_LUCJ_L2_aug-cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,2,aug-cc-pVDZ,CCSD,52,26,15,15,10000,159,0.0159,0.015899999999999997,0.06310000000000002
but-1-yne_LUCJ_L2_aug-cc-pVDZ_ML.npz,but-1-yne,LUCJ,2,aug-cc-pVDZ,ML,52,26,15,15,10000,162,0.0162,0.016200000000000003,0.062100000000000016
but-1-yne_LUCJ_L2_aug-cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,2,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,197,0.0197,0.019700000000000002,0.06120000000000001
but-1-yne_LUCJ_L2_aug-cc-pVDZ_MP2.npz,but-1-yne,LUCJ,2,aug-cc-pVDZ,MP2,52,26,15,15,10000,184,0.0184,0.018400000000000007,0.06870000000000001
but-1-yne_LUCJ_L2_aug-cc-pVDZ_random.npz,but-1-yne,LUCJ,2,aug-cc-pVDZ,random,52,26,15,15,10000,168,0.0168,0.016800000000000002,0.06200000000000001
but-1-yne_LUCJ_L2_aug-cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,2,aug-cc-pVDZ,zeroes,52,26,15,15,10000,159,0.0159,0.015899999999999997,0.05460000000000001
but-1-yne_LUCJ_L2_cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,2,cc-pVDZ,CCSD,52,26,15,15,10000,147,0.0147,0.014700000000000005,0.05900000000000001
but-1-yne_LUCJ_L2_cc-pVDZ_ML.npz,but-1-yne,LUCJ,2,cc-pVDZ,ML,52,26,15,15,10000,138,0.0138,0.013800000000000003,0.05860000000000001
but-1-yne_LUCJ_L2_cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,2,cc-pVDZ,ML_exact,52,26,15,15,10000,144,0.0144,0.014400000000000003,0.062100000000000016
but-1-yne_LUCJ_L2_cc-pVDZ_MP2.npz,but-1-yne,LUCJ,2,cc-pVDZ,MP2,52,26,15,15,10000,156,0.0156,0.015600000000000001,0.06380000000000001
but-1-yne_LUCJ_L2_cc-pVDZ_random.npz,but-1-yne,LUCJ,2,cc-pVDZ,random,52,26,15,15,10000,180,0.018,0.018000000000000002,0.06480000000000002
but-1-yne_LUCJ_L2_cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,2,cc-pVDZ,zeroes,52,26,15,15,10000,150,0.015,0.015000000000000005,0.06810000000000001
but-1-yne_LUCJ_L3_STO-3G_CCSD.npz,but-1-yne,LUCJ,3,STO-3G,CCSD,52,26,15,15,10000,174,0.0174,0.0174,0.06740000000000002
but-1-yne_LUCJ_L3_STO-3G_ML.npz,but-1-yne,LUCJ,3,STO-3G,ML,52,26,15,15,10000,147,0.0147,0.014700000000000005,0.06620000000000001
but-1-yne_LUCJ_L3_STO-3G_ML_exact.npz,but-1-yne,LUCJ,3,STO-3G,ML_exact,52,26,15,15,10000,150,0.015,0.015000000000000005,0.06480000000000002
but-1-yne_LUCJ_L3_STO-3G_MP2.npz,but-1-yne,LUCJ,3,STO-3G,MP2,52,26,15,15,10000,174,0.0174,0.0174,0.06670000000000001
but-1-yne_LUCJ_L3_STO-3G_random.npz,but-1-yne,LUCJ,3,STO-3G,random,52,26,15,15,10000,192,0.0192,0.019200000000000005,0.06380000000000001
but-1-yne_LUCJ_L3_STO-3G_zeroes.npz,but-1-yne,LUCJ,3,STO-3G,zeroes,52,26,15,15,9999,148,0.014801480148014802,0.014800000000000004,0.05640000000000001
but-1-yne_LUCJ_L3_aug-cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,3,aug-cc-pVDZ,CCSD,52,26,15,15,10000,175,0.0175,0.0175,0.0693
but-1-yne_LUCJ_L3_aug-cc-pVDZ_ML.npz,but-1-yne,LUCJ,3,aug-cc-pVDZ,ML,52,26,15,15,10000,174,0.0174,0.0174,0.0675
but-1-yne_LUCJ_L3_aug-cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,3,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,173,0.0173,0.017300000000000003,0.06510000000000002
but-1-yne_LUCJ_L3_aug-cc-pVDZ_MP2.npz,but-1-yne,LUCJ,3,aug-cc-pVDZ,MP2,52,26,15,15,10000,169,0.0169,0.016900000000000005,0.06360000000000002
but-1-yne_LUCJ_L3_aug-cc-pVDZ_random.npz,but-1-yne,LUCJ,3,aug-cc-pVDZ,random,52,26,15,15,10000,157,0.0157,0.0157,0.0632
but-1-yne_LUCJ_L3_aug-cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,3,aug-cc-pVDZ,zeroes,52,26,15,15,10000,154,0.0154,0.015400000000000002,0.057700000000000015
but-1-yne_LUCJ_L3_cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,3,cc-pVDZ,CCSD,52,26,15,15,10000,159,0.0159,0.015899999999999997,0.06970000000000001
but-1-yne_LUCJ_L3_cc-pVDZ_ML.npz,but-1-yne,LUCJ,3,cc-pVDZ,ML,52,26,15,15,10000,178,0.0178,0.017800000000000003,0.067
but-1-yne_LUCJ_L3_cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,3,cc-pVDZ,ML_exact,52,26,15,15,10000,179,0.0179,0.017900000000000003,0.06440000000000001
but-1-yne_LUCJ_L3_cc-pVDZ_MP2.npz,but-1-yne,LUCJ,3,cc-pVDZ,MP2,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.06460000000000002
but-1-yne_LUCJ_L3_cc-pVDZ_random.npz,but-1-yne,LUCJ,3,cc-pVDZ,random,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.0645
but-1-yne_LUCJ_L3_cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,3,cc-pVDZ,zeroes,52,26,15,15,10000,165,0.0165,0.0165,0.06820000000000001
but-1-yne_LUCJ_L4_STO-3G_CCSD.npz,but-1-yne,LUCJ,4,STO-3G,CCSD,52,26,15,15,10000,175,0.0175,0.0175,0.06520000000000001
but-1-yne_LUCJ_L4_STO-3G_ML.npz,but-1-yne,LUCJ,4,STO-3G,ML,52,26,15,15,10000,171,0.0171,0.017100000000000004,0.06170000000000002
but-1-yne_LUCJ_L4_STO-3G_ML_exact.npz,but-1-yne,LUCJ,4,STO-3G,ML_exact,52,26,15,15,10000,183,0.0183,0.0183,0.06840000000000002
but-1-yne_LUCJ_L4_STO-3G_MP2.npz,but-1-yne,LUCJ,4,STO-3G,MP2,52,26,15,15,10000,168,0.0168,0.016800000000000002,0.06720000000000001
but-1-yne_LUCJ_L4_STO-3G_random.npz,but-1-yne,LUCJ,4,STO-3G,random,52,26,15,15,10000,167,0.0167,0.0167,0.065
but-1-yne_LUCJ_L4_STO-3G_zeroes.npz,but-1-yne,LUCJ,4,STO-3G,zeroes,52,26,15,15,9999,161,0.016101610161016102,0.016100000000000003,0.05600000000000001
but-1-yne_LUCJ_L4_aug-cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,4,aug-cc-pVDZ,CCSD,52,26,15,15,10000,178,0.0178,0.017800000000000003,0.06870000000000001
but-1-yne_LUCJ_L4_aug-cc-pVDZ_ML.npz,but-1-yne,LUCJ,4,aug-cc-pVDZ,ML,52,26,15,15,10000,191,0.0191,0.0191,0.07240000000000002
but-1-yne_LUCJ_L4_aug-cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,4,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,166,0.0166,0.0166,0.07140000000000002
but-1-yne_LUCJ_L4_aug-cc-pVDZ_MP2.npz,but-1-yne,LUCJ,4,aug-cc-pVDZ,MP2,52,26,15,15,10000,167,0.0167,0.0167,0.06710000000000002
but-1-yne_LUCJ_L4_aug-cc-pVDZ_random.npz,but-1-yne,LUCJ,4,aug-cc-pVDZ,random,52,26,15,15,10000,172,0.0172,0.0172,0.06250000000000001
but-1-yne_LUCJ_L4_aug-cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,4,aug-cc-pVDZ,zeroes,52,26,15,15,10000,128,0.0128,0.012800000000000004,0.05560000000000001
but-1-yne_LUCJ_L4_cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,4,cc-pVDZ,CCSD,52,26,15,15,10000,186,0.0186,0.018600000000000005,0.06840000000000002
but-1-yne_LUCJ_L4_cc-pVDZ_ML.npz,but-1-yne,LUCJ,4,cc-pVDZ,ML,52,26,15,15,10000,182,0.0182,0.0182,0.06330000000000001
but-1-yne_LUCJ_L4_cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,4,cc-pVDZ,ML_exact,52,26,15,15,10000,206,0.0206,0.0206,0.06620000000000001
but-1-yne_LUCJ_L4_cc-pVDZ_MP2.npz,but-1-yne,LUCJ,4,cc-pVDZ,MP2,52,26,15,15,10000,154,0.0154,0.015400000000000002,0.06640000000000001
but-1-yne_LUCJ_L4_cc-pVDZ_random.npz,but-1-yne,LUCJ,4,cc-pVDZ,random,52,26,15,15,10000,187,0.0187,0.0187,0.06740000000000002
but-1-yne_LUCJ_L4_cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,4,cc-pVDZ,zeroes,52,26,15,15,10000,175,0.0175,0.0175,0.0693
but-1-yne_LUCJ_L5_STO-3G_CCSD.npz,but-1-yne,LUCJ,5,STO-3G,CCSD,52,26,15,15,10000,174,0.0174,0.0174,0.07080000000000002
but-1-yne_LUCJ_L5_STO-3G_ML.npz,but-1-yne,LUCJ,5,STO-3G,ML,52,26,15,15,10000,181,0.0181,0.0181,0.07230000000000002
but-1-yne_LUCJ_L5_STO-3G_ML_exact.npz,but-1-yne,LUCJ,5,STO-3G,ML_exact,52,26,15,15,10000,185,0.0185,0.018500000000000003,0.07040000000000002
but-1-yne_LUCJ_L5_STO-3G_MP2.npz,but-1-yne,LUCJ,5,STO-3G,MP2,52,26,15,15,10000,184,0.0184,0.018400000000000007,0.0703
but-1-yne_LUCJ_L5_STO-3G_random.npz,but-1-yne,LUCJ,5,STO-3G,random,52,26,15,15,10000,214,0.0214,0.021400000000000002,0.07360000000000003
but-1-yne_LUCJ_L5_STO-3G_zeroes.npz,but-1-yne,LUCJ,5,STO-3G,zeroes,52,26,15,15,10000,136,0.0136,0.013600000000000003,0.05780000000000001
but-1-yne_LUCJ_L5_aug-cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,5,aug-cc-pVDZ,CCSD,52,26,15,15,10000,179,0.0179,0.017900000000000003,0.07300000000000002
but-1-yne_LUCJ_L5_aug-cc-pVDZ_ML.npz,but-1-yne,LUCJ,5,aug-cc-pVDZ,ML,52,26,15,15,10000,179,0.0179,0.017900000000000003,0.068
but-1-yne_LUCJ_L5_aug-cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,5,aug-cc-pVDZ,ML_exact,52,26,15,15,10000,186,0.0186,0.018600000000000005,0.07220000000000001
but-1-yne_LUCJ_L5_aug-cc-pVDZ_MP2.npz,but-1-yne,LUCJ,5,aug-cc-pVDZ,MP2,52,26,15,15,10000,161,0.0161,0.016100000000000003,0.0695
but-1-yne_LUCJ_L5_aug-cc-pVDZ_random.npz,but-1-yne,LUCJ,5,aug-cc-pVDZ,random,52,26,15,15,10000,200,0.02,0.020000000000000004,0.07340000000000002
but-1-yne_LUCJ_L5_aug-cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,5,aug-cc-pVDZ,zeroes,52,26,15,15,10000,145,0.0145,0.014500000000000002,0.057200000000000015
but-1-yne_LUCJ_L5_cc-pVDZ_CCSD.npz,but-1-yne,LUCJ,5,cc-pVDZ,CCSD,52,26,15,15,10000,193,0.0193,0.019300000000000005,0.06650000000000002
but-1-yne_LUCJ_L5_cc-pVDZ_ML.npz,but-1-yne,LUCJ,5,cc-pVDZ,ML,52,26,15,15,10000,173,0.0173,0.017300000000000003,0.069
but-1-yne_LUCJ_L5_cc-pVDZ_ML_exact.npz,but-1-yne,LUCJ,5,cc-pVDZ,ML_exact,52,26,15,15,10000,197,0.0197,0.019700000000000002,0.06970000000000001
but-1-yne_LUCJ_L5_cc-pVDZ_MP2.npz,but-1-yne,LUCJ,5,cc-pVDZ,MP2,52,26,15,15,10000,199,0.0199,0.0199,0.0678
but-1-yne_LUCJ_L5_cc-pVDZ_random.npz,but-1-yne,LUCJ,5,cc-pVDZ,random,52,26,15,15,10000,190,0.019,0.019000000000000003,0.06870000000000001
but-1-yne_LUCJ_L5_cc-pVDZ_zeroes.npz,but-1-yne,LUCJ,5,cc-pVDZ,zeroes,52,26,15,15,10000,192,0.0192,0.019200000000000005,0.06250000000000001
