Name,L,Basis,Injection,Energy_NoRecovery,SubspaceDim_NoRecovery
methanol,3,STO-3G,ML_exact,-113.56087193574822,172225
methanol,3,STO-3G,MP2,-113.57440111013932,122500
methanol,3,STO-3G,random,-113.5555283106278,160801
methanol,3,STO-3G,zeroes,-113.65275495389344,75076
methanol,3,aug-cc-pVDZ,CCSD,-115.06149432573855,164836
methanol,3,aug-cc-pVDZ,ML,-115.06148729596288,139129
methanol,3,aug-cc-pVDZ,ML_exact,-115.06148638790984,195364
methanol,3,aug-cc-pVDZ,MP2,-115.06148783909472,159201
methanol,3,aug-cc-pVDZ,random,-115.06147413544608,125316
methanol,3,aug-cc-pVDZ,zeroes,-115.06156658587713,101124
methanol,3,cc-pVDZ,CCSD,-115.05247017573814,124609
methanol,3,cc-pVDZ,ML,-115.0529783716897,168921
methanol,3,cc-pVDZ,ML_exact,-115.05331554842084,135424
methanol,3,cc-pVDZ,MP2,-115.05312866731279,164025
methanol,3,cc-pVDZ,random,-115.04936110099649,125316
methanol,3,cc-pVDZ,zeroes,-115.0666491419378,95481
methanol,4,STO-3G,CCSD,-113.56060872782226,137641
methanol,4,STO-3G,ML,-113.55167975282862,105625
methanol,4,STO-3G,ML_exact,-113.55330584445039,99856
methanol,4,STO-3G,MP2,-113.57106029882746,150544
methanol,4,STO-3G,random,-113.56096628916717,116964
methanol,4,STO-3G,zeroes,-113.65285049853091,80089
methanol,4,aug-cc-pVDZ,CCSD,-115.06148357251021,146689
methanol,4,aug-cc-pVDZ,ML,-115.0615020491729,157609
methanol,4,aug-cc-pVDZ,ML_exact,-115.06149070987826,146689
methanol,4,aug-cc-pVDZ,MP2,-115.06147445896784,146689
methanol,4,aug-cc-pVDZ,random,-115.06147405887273,119025
methanol,4,aug-cc-pVDZ,zeroes,-115.06156815920963,114921
methanol,4,cc-pVDZ,CCSD,-115.05213275981745,152100
methanol,4,cc-pVDZ,ML,-115.0521992874124,147456
methanol,4,cc-pVDZ,ML_exact,-115.05067427158272,111556
methanol,4,cc-pVDZ,MP2,-115.05080145662018,94864
methanol,4,cc-pVDZ,random,-115.04997607191225,128881
methanol,4,cc-pVDZ,zeroes,-115.06734940768246,112896
methanol,5,STO-3G,CCSD,-113.55858614926831,99856
methanol,5,STO-3G,ML,-113.55500149606976,91809
methanol,5,STO-3G,ML_exact,-113.54851178572366,100489
methanol,5,STO-3G,MP2,-113.55434532482204,110889
methanol,5,STO-3G,random,-113.5496701952066,104329
methanol,5,STO-3G,zeroes,-113.65591858434473,70756
methanol,5,aug-cc-pVDZ,CCSD,-115.06146662596606,125316
methanol,5,aug-cc-pVDZ,ML,-115.06147647738172,152100
methanol,5,aug-cc-pVDZ,ML_exact,-115.06147495271352,145924
methanol,5,aug-cc-pVDZ,MP2,-115.06147686369229,136161
methanol,5,aug-cc-pVDZ,random,-115.06147805669818,114921
methanol,5,aug-cc-pVDZ,zeroes,-115.06157195399922,104976
methanol,5,cc-pVDZ,CCSD,-115.05210200009702,112896
methanol,5,cc-pVDZ,ML,-115.05003449365049,132496
methanol,5,cc-pVDZ,ML_exact,-115.05166916032042,118336
methanol,5,cc-pVDZ,MP2,-115.05115398412923,101761
methanol,5,cc-pVDZ,random,-115.04981947806465,126025
methanol,5,cc-pVDZ,zeroes,-115.06695340751497,101124
prop-2-en-1-ol,1,STO-3G,CCSD,-189.4806089343652,19321
prop-2-en-1-ol,1,STO-3G,ML,-189.48055422008719,31329
prop-2-en-1-ol,1,STO-3G,ML_exact,-189.4809960116135,34225
prop-2-en-1-ol,1,STO-3G,MP2,-189.48059093121162,46225
prop-2-en-1-ol,1,STO-3G,random,-189.48042718238912,60025
prop-2-en-1-ol,1,STO-3G,zeroes,-189.49010686932638,70756
prop-2-en-1-ol,1,aug-cc-pVDZ,CCSD,-191.95163447779845,47089
prop-2-en-1-ol,1,aug-cc-pVDZ,ML,-191.95163448055683,75625
prop-2-en-1-ol,1,aug-cc-pVDZ,ML_exact,-191.95163456789692,53361
prop-2-en-1-ol,1,aug-cc-pVDZ,MP2,-191.95163447738094,53361
prop-2-en-1-ol,1,aug-cc-pVDZ,random,-191.95163447373426,53361
prop-2-en-1-ol,1,aug-cc-pVDZ,zeroes,-191.95166612397378,54289
prop-2-en-1-ol,1,cc-pVDZ,CCSD,-191.93649539186328,57121
prop-2-en-1-ol,1,cc-pVDZ,ML,-191.93655761600462,28561
prop-2-en-1-ol,1,cc-pVDZ,ML_exact,-191.93656791823088,38025
prop-2-en-1-ol,1,cc-pVDZ,MP2,-191.93652514790654,49729
prop-2-en-1-ol,1,cc-pVDZ,random,-191.9364953917364,61009
prop-2-en-1-ol,1,cc-pVDZ,zeroes,-191.9380931925636,68644
prop-2-en-1-ol,2,STO-3G,CCSD,-189.48042718238912,27225
prop-2-en-1-ol,2,STO-3G,ML,-189.48042718238912,26569
prop-2-en-1-ol,2,STO-3G,ML_exact,-189.48049500608226,35721
prop-2-en-1-ol,2,STO-3G,MP2,-189.48042718238912,24025
prop-2-en-1-ol,2,STO-3G,random,-189.48042718238912,26569
prop-2-en-1-ol,2,STO-3G,zeroes,-189.48520759000036,114244
prop-2-en-1-ol,2,aug-cc-pVDZ,CCSD,-191.9516344737409,38025
prop-2-en-1-ol,2,aug-cc-pVDZ,ML,-191.95163447373426,42849
prop-2-en-1-ol,2,aug-cc-pVDZ,ML_exact,-191.95163447373426,49729
prop-2-en-1-ol,2,aug-cc-pVDZ,MP2,-191.95163447373426,50625
prop-2-en-1-ol,2,aug-cc-pVDZ,random,-191.95163447373426,46225
prop-2-en-1-ol,2,aug-cc-pVDZ,zeroes,-191.95172365616924,50176
prop-2-en-1-ol,2,cc-pVDZ,CCSD,-191.9364953917364,22801
prop-2-en-1-ol,2,cc-pVDZ,ML,-191.9364953917364,22801
prop-2-en-1-ol,2,cc-pVDZ,ML_exact,-191.9364953917364,47961
prop-2-en-1-ol,2,cc-pVDZ,MP2,-191.93649539728324,36481
prop-2-en-1-ol,2,cc-pVDZ,random,-191.9364953917364,52441
prop-2-en-1-ol,2,cc-pVDZ,zeroes,-191.93810101505784,56644
prop-2-en-1-ol,3,STO-3G,CCSD,-189.48042718238912,29929
prop-2-en-1-ol,3,STO-3G,ML,-189.48042718238912,26569
prop-2-en-1-ol,3,STO-3G,ML_exact,-189.48042718238912,32041
prop-2-en-1-ol,3,STO-3G,MP2,-189.48042718238912,23409
prop-2-en-1-ol,3,STO-3G,random,-189.48042864098045,52441
prop-2-en-1-ol,3,STO-3G,zeroes,-189.48652264191617,71289
prop-2-en-1-ol,3,aug-cc-pVDZ,CCSD,-191.95163447373426,47961
prop-2-en-1-ol,3,aug-cc-pVDZ,ML,-191.95163447373426,44521
prop-2-en-1-ol,3,aug-cc-pVDZ,ML_exact,-191.95163447373426,35721
prop-2-en-1-ol,3,aug-cc-pVDZ,MP2,-191.95163447672752,37249
prop-2-en-1-ol,3,aug-cc-pVDZ,random,-191.95163447373426,34969
prop-2-en-1-ol,3,aug-cc-pVDZ,zeroes,-191.95168911764586,34225
prop-2-en-1-ol,3,cc-pVDZ,CCSD,-191.93650072636962,44521
prop-2-en-1-ol,3,cc-pVDZ,ML,-191.9364953917364,32041
prop-2-en-1-ol,3,cc-pVDZ,ML_exact,-191.9364953917364,50625
prop-2-en-1-ol,3,cc-pVDZ,MP2,-191.9364953917364,24649
prop-2-en-1-ol,3,cc-pVDZ,random,-191.9364953917364,28561
prop-2-en-1-ol,3,cc-pVDZ,zeroes,-191.93936190120496,52441
prop-2-en-1-ol,4,STO-3G,CCSD,-189.48042718238912,35721
prop-2-en-1-ol,4,STO-3G,ML,-189.48042718238912,49729
prop-2-en-1-ol,4,STO-3G,ML_exact,-189.4804369923295,51529
prop-2-en-1-ol,4,STO-3G,MP2,-189.48044287559492,59049
prop-2-en-1-ol,4,STO-3G,random,-189.48042718238912,41209
prop-2-en-1-ol,4,STO-3G,zeroes,-189.48522097015348,91809
prop-2-en-1-ol,4,aug-cc-pVDZ,CCSD,-191.95163447373426,38025
prop-2-en-1-ol,4,aug-cc-pVDZ,ML,-191.95163447373426,41209
prop-2-en-1-ol,4,aug-cc-pVDZ,ML_exact,-191.95163447373426,35721
prop-2-en-1-ol,4,aug-cc-pVDZ,MP2,-191.95163447373426,46225
prop-2-en-1-ol,4,aug-cc-pVDZ,random,-191.95163447373426,43681
prop-2-en-1-ol,4,aug-cc-pVDZ,zeroes,-191.95169805487,34969
prop-2-en-1-ol,4,cc-pVDZ,CCSD,-191.9364953917364,36481
prop-2-en-1-ol,4,cc-pVDZ,ML,-191.9364953917364,48841
prop-2-en-1-ol,4,cc-pVDZ,ML_exact,-191.9364953917364,41209
prop-2-en-1-ol,4,cc-pVDZ,MP2,-191.9364953917364,42025
prop-2-en-1-ol,4,cc-pVDZ,random,-191.9364953917364,38809
prop-2-en-1-ol,4,cc-pVDZ,zeroes,-191.93848637403164,84100
prop-2-en-1-ol,5,STO-3G,CCSD,-189.48042718238912,42849
prop-2-en-1-ol,5,STO-3G,ML,-189.48042718238912,27225
prop-2-en-1-ol,5,STO-3G,ML_exact,-189.48043811387538,40401
prop-2-en-1-ol,5,STO-3G,MP2,-189.48042718238912,58081
prop-2-en-1-ol,5,STO-3G,random,-189.48042718238912,40401
prop-2-en-1-ol,5,STO-3G,zeroes,-189.49007607308914,72361
prop-2-en-1-ol,5,aug-cc-pVDZ,CCSD,-191.95163447373426,56169
prop-2-en-1-ol,5,aug-cc-pVDZ,ML,-191.95163447373426,42849
prop-2-en-1-ol,5,aug-cc-pVDZ,ML_exact,-191.95163447373426,49729
prop-2-en-1-ol,5,aug-cc-pVDZ,MP2,-191.95163447373426,29241
prop-2-en-1-ol,5,aug-cc-pVDZ,random,-191.95163447373426,60025
prop-2-en-1-ol,5,aug-cc-pVDZ,zeroes,-191.95165097353248,42025
prop-2-en-1-ol,5,cc-pVDZ,CCSD,-191.9364953917364,42025
prop-2-en-1-ol,5,cc-pVDZ,ML,-191.9364953917364,37249
prop-2-en-1-ol,5,cc-pVDZ,ML_exact,-191.9364953917364,47961
prop-2-en-1-ol,5,cc-pVDZ,MP2,-191.9364953917364,50625
prop-2-en-1-ol,5,cc-pVDZ,random,-191.9364953917364,38025
prop-2-en-1-ol,5,cc-pVDZ,zeroes,-191.9381044225853,79524
water,1,STO-3G,CCSD,-75.00947853451153,441
water,1,STO-3G,ML,-75.00947853451153,441
water,1,STO-3G,ML_exact,-75.00947853451153,441
water,1,STO-3G,MP2,-75.00947853451153,441
water,1,STO-3G,random,-75.00947853451153,441
water,1,STO-3G,zeroes,-75.00941916674057,225
water,1,aug-cc-pVDZ,CCSD,-76.04098240769277,441
water,1,aug-cc-pVDZ,ML,-76.04098240769277,441
water,1,aug-cc-pVDZ,ML_exact,-76.04098240769277,441
water,1,aug-cc-pVDZ,MP2,-76.04098240769277,441
water,1,aug-cc-pVDZ,random,-76.04098240769277,441
water,1,aug-cc-pVDZ,zeroes,-76.0409740049494,169
water,1,cc-pVDZ,CCSD,-76.03188387639864,441
water,1,cc-pVDZ,ML,-76.03188387639864,441
water,1,cc-pVDZ,ML_exact,-76.03188387639864,441
water,1,cc-pVDZ,MP2,-76.03188387639864,441
water,1,cc-pVDZ,random,-76.03188387639864,441
water,1,cc-pVDZ,zeroes,-76.0317043487414,256
water,2,STO-3G,CCSD,-75.00947853451153,441
water,2,STO-3G,ML,-75.00947853451153,441
water,2,STO-3G,ML_exact,-75.00947853451153,441
water,2,STO-3G,MP2,-75.00947853451153,441
water,2,STO-3G,random,-75.00947853451153,441
water,2,STO-3G,zeroes,-75.00857040609142,225
water,2,aug-cc-pVDZ,CCSD,-76.04098240769277,441
water,2,aug-cc-pVDZ,ML,-76.04098240769277,441
water,2,aug-cc-pVDZ,ML_exact,-76.04098240769277,441
water,2,aug-cc-pVDZ,MP2,-76.04098240769277,441
water,2,aug-cc-pVDZ,random,-76.04098240769277,441
water,2,aug-cc-pVDZ,zeroes,-76.0409768538878,196
water,2,cc-pVDZ,CCSD,-76.03188387639864,441
water,2,cc-pVDZ,ML,-76.03188387639864,441
water,2,cc-pVDZ,ML_exact,-76.03188387639864,441
water,2,cc-pVDZ,MP2,-76.03188387639864,441
water,2,cc-pVDZ,random,-76.03188387639864,441
water,2,cc-pVDZ,zeroes,-76.03142509730371,256
water,3,STO-3G,CCSD,-75.00947853451153,441
water,3,STO-3G,ML,-75.00947853451153,441
water,3,STO-3G,ML_exact,-75.00947853451153,441
water,3,STO-3G,MP2,-75.00947853451153,441
water,3,STO-3G,random,-75.00947853451153,441
water,3,STO-3G,zeroes,-75.00941918759615,256
water,3,aug-cc-pVDZ,CCSD,-76.04098240769277,441
water,3,aug-cc-pVDZ,ML,-76.04098240769277,441
water,3,aug-cc-pVDZ,ML_exact,-76.04098240769277,441
water,3,aug-cc-pVDZ,MP2,-76.04098240769277,441
water,3,aug-cc-pVDZ,random,-76.04098240769277,441
water,3,aug-cc-pVDZ,zeroes,-76.04097684071853,144
water,3,cc-pVDZ,CCSD,-76.03188387639864,441
water,3,cc-pVDZ,ML,-76.03188387639864,441
water,3,cc-pVDZ,ML_exact,-76.03188387639864,441
water,3,cc-pVDZ,MP2,-76.03188387639864,441
water,3,cc-pVDZ,random,-76.03188387639864,441
water,3,cc-pVDZ,zeroes,-76.03170104827431,361
water,4,STO-3G,CCSD,-75.00947853451153,441
water,4,STO-3G,ML,-75.00947853451153,441
water,4,STO-3G,ML_exact,-75.00947853451153,441
water,4,STO-3G,MP2,-75.00947853451153,441
water,4,STO-3G,random,-75.00947853451153,441
water,4,STO-3G,zeroes,-75.00857038349092,196
water,4,aug-cc-pVDZ,CCSD,-76.04098240769277,441
water,4,aug-cc-pVDZ,ML,-76.04098240769277,441
water,4,aug-cc-pVDZ,ML_exact,-76.04098240769277,441
water,4,aug-cc-pVDZ,MP2,-76.04098240769277,441
water,4,aug-cc-pVDZ,random,-76.04098240769277,441
water,4,aug-cc-pVDZ,zeroes,-76.04097400578515,256
water,4,cc-pVDZ,CCSD,-76.03188387639864,441
water,4,cc-pVDZ,ML,-76.03188387639864,441
water,4,cc-pVDZ,ML_exact,-76.03188387639864,441
water,4,cc-pVDZ,MP2,-76.03188387639864,441
water,4,cc-pVDZ,random,-76.03188387639864,441
water,4,cc-pVDZ,zeroes,-76.03142509730371,256
water,5,STO-3G,CCSD,-75.00947853451153,441
water,5,STO-3G,ML,-75.00947853451153,441
water,5,STO-3G,ML_exact,-75.00947853451153,441
water,5,STO-3G,MP2,-75.00947853451153,441
water,5,STO-3G,random,-75.00947853451153,441
water,5,STO-3G,zeroes,-75.00857047087584,225
water,5,aug-cc-pVDZ,CCSD,-76.04098240769277,441
water,5,aug-cc-pVDZ,ML,-76.04098240769277,441
water,5,aug-cc-pVDZ,ML_exact,-76.04098240769277,441
water,5,aug-cc-pVDZ,MP2,-76.04098240769277,441
water,5,aug-cc-pVDZ,random,-76.04098240769277,441
water,5,aug-cc-pVDZ,zeroes,-76.0409740049494,169
water,5,cc-pVDZ,CCSD,-76.03188387639864,441
water,5,cc-pVDZ,ML,-76.03188387639864,441
water,5,cc-pVDZ,ML_exact,-76.03188387639864,441
water,5,cc-pVDZ,MP2,-76.03188387639864,441
water,5,cc-pVDZ,random,-76.03188387639864,441
water,5,cc-pVDZ,zeroes,-76.03188029527438,289
